Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,Output Value
exploratory_ester_ultraHTE,1536,25,20h,1536,C,31,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C31,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C3CCCN3C(=O)OCC3c4ccccc4-c4ccccc43)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.281546086
exploratory_ester_ultraHTE,1536,25,20h,1536,C,32,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C32,COc1ncnc(NS(=O)(=O)c2ccc([O-]C(=O)C3N4C(=O)C(NC(=O)C(N)c5ccccc5)C4SC3(C)C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.012067626
exploratory_ester_ultraHTE,1536,25,20h,1536,C,33,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C33,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.114125843
exploratory_ester_ultraHTE,1536,25,20h,1536,C,34,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C34,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)C(C)c3cccc(C(=O)c4ccccc4)c3)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.279128288
exploratory_ester_ultraHTE,1536,25,20h,1536,C,35,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C35,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)c3ccccc3C)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.276073698
exploratory_ester_ultraHTE,1536,25,20h,1536,C,36,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,sulfadoxin,COC1=NC=NC(NS(=O)(C2=CC=C(C=C2)[N+]#N)=O)=C1OC.FB(F)F.[F-],0.15,C36,COc1ncnc(NS(=O)(=O)c2ccc(OC(=O)Cc3ccc4c(c3)OCO4)cc2)c1OC,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.103179415
exploratory_ester_ultraHTE,1536,25,20h,1536,C,37,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C37,Cc1cc(Cl)ccc1OC(=O)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,38,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C38,Cc1cc(Cl)ccc1[O-]C(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.027919729
exploratory_ester_ultraHTE,1536,25,20h,1536,C,39,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C39,Cc1cc(Cl)ccc1OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,40,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C40,Cc1cc(Cl)ccc1OC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.211723095
exploratory_ester_ultraHTE,1536,25,20h,1536,C,41,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C41,Cc1cc(Cl)ccc1OC(=O)c1ccccc1C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,42,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,Fast Red TR,ClC1=CC=C(C(C)=C1)[N+]#N.FB(F)F.[F-],0.15,C42,Cc1cc(Cl)ccc1OC(=O)Cc1ccc2c(c1)OCO2,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,43,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C43,COc1ccc(Cl)cc1OC(=O)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,44,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C44,COc1ccc(Cl)cc1[O-]C(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.017228241
exploratory_ester_ultraHTE,1536,25,20h,1536,C,45,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C45,COc1ccc(Cl)cc1OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,46,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C46,COc1ccc(Cl)cc1OC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.268967188
exploratory_ester_ultraHTE,1536,25,20h,1536,C,47,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C47,COc1ccc(Cl)cc1OC(=O)c1ccccc1C,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,C,48,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,Fast Red RC,COC1=C([N+]#N)C=C(Cl)C=C1.FB(F)F.[F-],0.15,C48,COc1ccc(Cl)cc1OC(=O)Cc1ccc2c(c1)OCO2,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,1,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D1,Cc1ccc(OC(=O)C2CCCN2C(=O)OCC2c3ccccc3-c3ccccc32)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.406417494
exploratory_ester_ultraHTE,1536,25,20h,1536,D,2,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D2,Cc1ccc([O-]C(=O)C2N3C(=O)C(NC(=O)C(N)c4ccccc4)C3SC2(C)C)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,3,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D3,Cc1ccc(OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.041382338
exploratory_ester_ultraHTE,1536,25,20h,1536,D,4,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D4,Cc1ccc(OC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.238701566
exploratory_ester_ultraHTE,1536,25,20h,1536,D,5,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D5,Cc1ccc(OC(=O)c2ccccc2C)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.040616099
exploratory_ester_ultraHTE,1536,25,20h,1536,D,6,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,4-me,N#[N+]C1=CC=C(C)C=C1.FB(F)F.[F-],0.15,D6,Cc1ccc(OC(=O)Cc2ccc3c(c2)OCO3)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,7,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D7,O=C(Oc1ccc(Cl)cc1)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.504477439
exploratory_ester_ultraHTE,1536,25,20h,1536,D,8,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D8,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]c1ccc(Cl)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,9,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D9,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1ccc(Cl)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.012547207
exploratory_ester_ultraHTE,1536,25,20h,1536,D,10,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D10,CC(C(=O)Oc1ccc(Cl)cc1)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.112668179
exploratory_ester_ultraHTE,1536,25,20h,1536,D,11,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D11,Cc1ccccc1C(=O)Oc1ccc(Cl)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.004051766
exploratory_ester_ultraHTE,1536,25,20h,1536,D,12,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,4-Cl,ClC1=CC=C([N+]#N)C=C1.FB(F)F.[F-],0.15,D12,O=C(Cc1ccc2c(c1)OCO2)Oc1ccc(Cl)cc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.02946636
exploratory_ester_ultraHTE,1536,25,20h,1536,D,13,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D13,O=C(Oc1ccncc1)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.085699423
exploratory_ester_ultraHTE,1536,25,20h,1536,D,14,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D14,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]c1ccncc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,15,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D15,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1ccncc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,16,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D16,CC(C(=O)Oc1ccncc1)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,17,o-toulic acid,CC1=CC=CC=C1C(=O)O,0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D17,Cc1ccccc1C(=O)Oc1ccncc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1
exploratory_ester_ultraHTE,1536,25,20h,1536,D,18,"3,4-(methlenedioxy)phenyl acetic acid",C1OC2=C(O1)C=C(C=C2)CC(=O)O,0.1,4-N-pyridine,FB(F)F.N#[N+]C1=CC=NC=C1.[F-],0.15,D18,O=C(Cc1ccc2c(c1)OCO2)Oc1ccncc1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0
exploratory_ester_ultraHTE,1536,25,20h,1536,D,19,Fmoc-Pro-OH,C1CC(N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.15,D19,O=C(Oc1cccc2cccnc12)C1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.11522987
exploratory_ester_ultraHTE,1536,25,20h,1536,D,20,ampicillin na salt,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C.[Na+],0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.15,D20,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]c1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.013651358
exploratory_ester_ultraHTE,1536,25,20h,1536,D,21,n-boc-l-leucine,CC(C)CC(C(=O)O)NC(=O)OC(C)(C)C,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.15,D21,CC(C)CC(NC(=O)OC(C)(C)C)C(=O)Oc1cccc2cccnc12,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,0.411271732
exploratory_ester_ultraHTE,1536,25,20h,1536,D,22,(s)-(+)-ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.1,8-N-quinoline,FB(F)F.N#[N+]C1=C2N=CC=CC2=CC=C1.[F-],0.15,D22,CC(C(=O)Oc1cccc2cccnc12)c1cccc(C(=O)c2ccccc2)c1,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,[Cu+].CC#N.CC#N.CC#N.CC#N.F[B-](F)(F)F,0.1,None,None,None,None,None,None,None,None,None,lutidine,CC1=NC(C)=CC=C1,0.15,None,None,None,None,None,None,Benzonitrile,100,none,0,UPLCMS,1.265734122
