Sample Name,Data File,Acquired,Location,Batch,Library,Barcode,Job Code,Sample ID,Project,User,Sample State,Sample Type,Description,Notebook,Raw File Name,Instrument,Processed,Container ID,Position,Submitter,Start Date,General Comments,Processing Comments,Overrides Comments,Flag Comments,Set,Subset,Group,Column,Row,Column Num,Row Num,Spare1,Spare2,Spare3,Spare4,Spare5,Product,Product/Standard,TWC_caffeine Rt(min),TWC_caffeine AreaAbs,TWC_caffeine BPM(+),TWC_Substance01 Rt(min),TWC_Substance01 AreaAbs,TWC_Substance01 BPM(+),TWC_o-toluic acid Rt(min),TWC_o-toluic acid AreaAbs,TWC_o-toluic acid BPM(+),TWC_Substance02 Rt(min),TWC_Substance02 AreaAbs,TWC_Substance02 BPM(+),TWC_Substance03 Rt(min),TWC_Substance03 AreaAbs,TWC_Substance03 BPM(+),TWC_Substance04 Rt(min),TWC_Substance04 AreaAbs,TWC_Substance04 BPM(+),TWC_Substance05 Rt(min),TWC_Substance05 AreaAbs,TWC_Substance05 BPM(+),TWC_Substance06 Rt(min),TWC_Substance06 AreaAbs,TWC_Substance06 BPM(+),TWC_Substance07 Rt(min),TWC_Substance07 AreaAbs,TWC_Substance07 BPM(+),UV280_caffeine Rt(min),UV280_caffeine AreaAbs,UV280_caffeine BPM(+),UV280_o-toluic acid Rt(min),UV280_o-toluic acid AreaAbs,UV280_o-toluic acid BPM(+),UV280_Substance03 Rt(min),UV280_Substance03 AreaAbs,UV280_Substance03 BPM(+),UV280_Substance06 Rt(min),UV280_Substance06 AreaAbs,UV280_Substance06 BPM(+),UV280_Substance07 Rt(min),UV280_Substance07 AreaAbs,UV280_Substance07 BPM(+),UV210_Substance05 Rt(min),UV210_Substance05 AreaAbs,UV210_Substance05 BPM(+),UV210_Substance06 Rt(min),UV210_Substance06 AreaAbs,UV210_Substance06 BPM(+),UV210_Substance07 Rt(min),UV210_Substance07 AreaAbs,UV210_Substance07 BPM(+),UV226_caffeine Rt(min),UV226_caffeine AreaAbs,UV226_caffeine BPM(+),UV226_Substance01 Rt(min),UV226_Substance01 AreaAbs,UV226_Substance01 BPM(+),UV226_o-toluic acid Rt(min),UV226_o-toluic acid AreaAbs,UV226_o-toluic acid BPM(+),UV226_Substance02 Rt(min),UV226_Substance02 AreaAbs,UV226_Substance02 BPM(+),UV226_Substance03 Rt(min),UV226_Substance03 AreaAbs,UV226_Substance03 BPM(+),UV226_Substance05 Rt(min),UV226_Substance05 AreaAbs,UV226_Substance05 BPM(+),UV226_Substance06 Rt(min),UV226_Substance06 AreaAbs,UV226_Substance06 BPM(+),UV226_Substance07 Rt(min),UV226_Substance07 AreaAbs,UV226_Substance07 BPM(+),BPI POSITIVE_caffeine Rt(min),BPI POSITIVE_caffeine AreaAbs,BPI POSITIVE_caffeine BPM(+),BPI POSITIVE_o-toluic acid Rt(min),BPI POSITIVE_o-toluic acid AreaAbs,BPI POSITIVE_o-toluic acid BPM(+),BPI POSITIVE_Substance03 Rt(min),BPI POSITIVE_Substance03 AreaAbs,BPI POSITIVE_Substance03 BPM(+),BPI POSITIVE_Substance05 Rt(min),BPI POSITIVE_Substance05 AreaAbs,BPI POSITIVE_Substance05 BPM(+),BPI POSITIVE_Substance06 Rt(min),BPI POSITIVE_Substance06 AreaAbs,BPI POSITIVE_Substance06 BPM(+),BPI POSITIVE_Substance07 Rt(min),BPI POSITIVE_Substance07 AreaAbs,BPI POSITIVE_Substance07 BPM(+),TWC_ester product Rt(min),TWC_ester product AreaAbs,TWC_ester product BPM(+),TWC_Substance08 Rt(min),TWC_Substance08 AreaAbs,TWC_Substance08 BPM(+),UV280_Substance02 Rt(min),UV280_Substance02 AreaAbs,UV280_Substance02 BPM(+),UV210_Substance04 Rt(min),UV210_Substance04 AreaAbs,UV210_Substance04 BPM(+),UV210_Substance08 Rt(min),UV210_Substance08 AreaAbs,UV210_Substance08 BPM(+),UV226_ester product Rt(min),UV226_ester product AreaAbs,UV226_ester product BPM(+),BPI POSITIVE_Substance01 Rt(min),BPI POSITIVE_Substance01 AreaAbs,BPI POSITIVE_Substance01 BPM(+),BPI POSITIVE_Substance02 Rt(min),BPI POSITIVE_Substance02 AreaAbs,BPI POSITIVE_Substance02 BPM(+),BPI POSITIVE_Substance04 Rt(min),BPI POSITIVE_Substance04 AreaAbs,BPI POSITIVE_Substance04 BPM(+),BPI POSITIVE_Substance08 Rt(min),BPI POSITIVE_Substance08 AreaAbs,BPI POSITIVE_Substance08 BPM(+),UV226_Substance04 Rt(min),UV226_Substance04 AreaAbs,UV226_Substance04 BPM(+),UV210_Substance03 Rt(min),UV210_Substance03 AreaAbs,UV210_Substance03 BPM(+),TWC_Substance09 Rt(min),TWC_Substance09 AreaAbs,TWC_Substance09 BPM(+),TWC_Substance10 Rt(min),TWC_Substance10 AreaAbs,TWC_Substance10 BPM(+),TWC_Substance11 Rt(min),TWC_Substance11 AreaAbs,TWC_Substance11 BPM(+),TWC_Substance12 Rt(min),TWC_Substance12 AreaAbs,TWC_Substance12 BPM(+),TWC_Substance13 Rt(min),TWC_Substance13 AreaAbs,TWC_Substance13 BPM(+),UV226_Substance12 Rt(min),UV226_Substance12 AreaAbs,UV226_Substance12 BPM(+),UV280_Substance01 Rt(min),UV280_Substance01 AreaAbs,UV280_Substance01 BPM(+),UV210_Substance01 Rt(min),UV210_Substance01 AreaAbs,UV210_Substance01 BPM(+),UV210_Substance02 Rt(min),UV210_Substance02 AreaAbs,UV210_Substance02 BPM(+),UV210_ester product Rt(min),UV210_ester product AreaAbs,UV210_ester product BPM(+),UV280_Substance05 Rt(min),UV280_Substance05 AreaAbs,UV280_Substance05 BPM(+),BPI POSITIVE_ester product Rt(min),BPI POSITIVE_ester product AreaAbs,BPI POSITIVE_ester product BPM(+),UV210_Substance09 Rt(min),UV210_Substance09 AreaAbs,UV210_Substance09 BPM(+),UV226_Substance08 Rt(min),UV226_Substance08 AreaAbs,UV226_Substance08 BPM(+),UV280_ester product Rt(min),UV280_ester product AreaAbs,UV280_ester product BPM(+),UV280_Substance04 Rt(min),UV280_Substance04 AreaAbs,UV280_Substance04 BPM(+),BPI POSITIVE_Substance09 Rt(min),BPI POSITIVE_Substance09 AreaAbs,BPI POSITIVE_Substance09 BPM(+),UV226_Substance09 Rt(min),UV226_Substance09 AreaAbs,UV226_Substance09 BPM(+),UV280_Substance08 Rt(min),UV280_Substance08 AreaAbs,UV280_Substance08 BPM(+),UV210_Substance10 Rt(min),UV210_Substance10 AreaAbs,UV210_Substance10 BPM(+),UV210_Substance11 Rt(min),UV210_Substance11 AreaAbs,UV210_Substance11 BPM(+),UV226_Substance10 Rt(min),UV226_Substance10 AreaAbs,UV226_Substance10 BPM(+),BPI POSITIVE_Substance11 Rt(min),BPI POSITIVE_Substance11 AreaAbs,BPI POSITIVE_Substance11 BPM(+),BPI POSITIVE_Substance10 Rt(min),BPI POSITIVE_Substance10 AreaAbs,BPI POSITIVE_Substance10 BPM(+),product/caffiene
H3,H3.raw,12/22/19 15:19,3:H,,,,YS01230,,,Yuning,Processed,Sample,H3,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H3-12-22-19-151903.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,87,,1/1/0001,,,,,,,,3,H,3,8,,,,,,52354.3876,,0.442,371029.4408,195,0.692,379171.3622,150.3,0,0,0,1,36384.20347,281.1,1.06,54820.4814,269.2,1.11,31175.30514,290.1,1.32,286495.2583,198.1,1.432,31553.71127,228.2,1.482,17224.38436,211.1,0.44,22313.57413,195,0,0,0,0,0,0,0,0,0,0,0,0,1.311,8314.19,198.1,1.422,1134.80091,228.2,0,0,0,0.443,3834.19657,195,0.693,5582.17084,150.3,0,0,0,1.001,824.38466,281.1,1.059,1092.0281,269.2,1.321,4635.12312,198.1,0,0,0,0,0,0,0.442,879892.515,195,0,0,0,0,0,0,0,0,0,0,0,0,1.479,85060.69514,211.1,1.339,52354.38755,504.4,0,0,0,0,0,0,1.102,1229.17856,290.1,0,0,0,0,0,0,0.692,626435.2237,150.3,1,916855.6666,281.1,1.108,82263.13345,290.1,0,0,0,1.112,801.76339,290.1,1.051,1588.61007,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,5180.29849,198.1,1.342,69833.44285,504.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14110575
A4,A4.raw,12/22/19 15:21,4:A,,,,YS01230,,,Yuning,Processed,Sample,A4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A4-12-22-19-152148.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,4,,1/1/0001,,,,,,,,4,A,4,1,,,,,,45213.9021,,0.442,309785.1017,195.1,0.396,631871.1008,172.1,0.759,152175.7774,306.2,0.548,36528.49736,206.1,0.692,35282.49073,150.3,0.842,271203.1457,353.2,0.964,60821.8272,279,1.112,31950.62388,290.1,1.32,77877.54436,198.2,0.44,19433.16681,195.1,0.757,3209.91686,306.2,0,0,0,0,0,0,0,0,0,0,0,0,1.102,1091.16123,290.1,1.311,3278.59121,198.2,0.443,3850.92355,195.1,0.397,22538.71189,172.1,0.76,4975.41211,306.2,0.548,529.07625,206.1,0.693,469.28888,150.3,0.965,2298.42682,279,1.112,783.9382,290.1,1.321,1875.83017,198.2,0.444,670284.6798,195.1,0,0,0,0.694,114162.0682,150.3,0.965,630625.4994,279,0,0,0,0,0,0,1.34,45213.90212,172.1,1.431,29912.92684,228.2,0,0,0,0,0,0,1.421,1221.15408,228.2,0,0,0,0.398,3145615.393,172.1,0.548,669162.8972,206.1,0.844,2062259.734,353.2,0,0,0,0.843,7140.39242,353.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145952474
B4,B4.raw,12/22/19 15:24,4:B,,,,YS01230,,,Yuning,Processed,Sample,B4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B4-12-22-19-152435.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,16,,1/1/0001,,,,,,,,4,B,4,2,,,,,,0,,0.442,278495.2305,195,0.292,26678.7876,186.2,0.76,291253.1165,265.1,0.397,657746.9057,172.1,0.529,38208.78316,220.1,1.321,77733.15226,198.1,1.431,21128.39029,330.2,1.483,20598.67541,330.2,0,0,0,0.441,17673.66467,195,0.757,6222.41166,265.1,0,0,0,0,0,0,0,0,0,1.421,844.94644,330.2,1.477,181.0645,330.2,0,0,0,0.443,3629.36255,195,0.297,1158.54639,186.2,0.76,9320.76666,265.1,0.397,23417.6275,172.1,0.529,836.69431,220.1,0,0,0,0,0,0,0,0,0,0.444,617816.9553,195,0,0,0,0.529,355597.536,220.1,0,0,0,1.487,212196.391,330.2,0,0,0,0,0,0,0,0,0,0,0,0,1.311,1600.85211,198.1,0,0,0,0,0,0,0,0,0,0.394,3203749.896,172.1,1.321,1691192.838,198.1,0,0,0,1.322,491.12557,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,5288.42922,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4,C4.raw,12/22/19 15:27,4:C,,,,YS01230,,,Yuning,Processed,Sample,C4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C4-12-22-19-152720.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,28,,1/1/0001,,,,,,,,4,C,4,3,,,,,,0,,0.443,330009.7115,195.1,0.395,724936.4858,172.1,0.759,203407.8372,306.2,0.827,57001.74454,305.2,0.975,157043.7686,395.3,1.431,25660.66702,228.2,1.462,56767.62331,226.1,0,0,0,0,0,0,0.44,20782.49405,195.1,0.757,4128.98266,306.2,0.972,4159.45013,395.3,0,0,0,0,0,0,1.453,1795.2044,226.1,0,0,0,0,0,0,0.443,4323.22548,195.1,0.396,25846.54863,172.1,0.76,6466.24751,306.2,0.828,1343.74243,305.2,0.974,2292.53426,395.3,1.463,667.76954,226.1,0,0,0,0,0,0,0.442,730737.9603,195.1,0,0,0,0.973,1819859.355,395.3,1.46,2033961.704,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,827.35348,228.2,0,0,0,0,0,0,0.394,3444903.193,172.1,0.825,1823832.299,305.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4,D4.raw,12/22/19 15:30,4:D,,,,YS01230,,,Yuning,Processed,Sample,D4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D4-12-22-19-153006.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,40,,1/1/0001,,,,,,,,4,D,4,4,,,,,,68715.0114,,0.442,361317.3462,195,0.395,908362.1381,172.1,0.76,289069.3862,271.1,0.547,60311.60507,206.1,0.742,76307.36471,271.1,0.836,40372.68878,327.2,1.433,34933.48182,361.2,0,0,0,0,0,0,0.441,22436.22937,195,0.757,9972.08784,271.1,0,0,0,0,0,0,0,0,0,1.424,1248.92391,361.2,0,0,0,0,0,0,0.443,6573.36969,195,0.395,32663.51204,172.1,0.761,10067.21074,271.1,0.548,1120.85445,206.1,0,0,0,0,0,0,0,0,0,0,0,0,0.444,548860.8187,195,0.748,740120.0261,271.1,0.733,391693.4232,271.1,0,0,0,0,0,0,0,0,0,1.341,68715.01142,198.1,0,0,0,0,0,0,0,0,0,0,0,0,1.342,1898.89679,198.1,0.396,3770112.055,172.1,0.548,939598.1526,206.1,0.835,504779.3656,327.2,0,0,0,0.838,518.40274,327.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,4878.23955,172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19017911
E4,E4.raw,12/22/19 15:32,4:E,,,,YS01230,,,Yuning,Processed,Sample,E4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\E4-12-22-19-153252.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,52,,1/1/0001,,,,,,,,4,E,4,5,,,,,,45233.8842,,0.443,345514.0003,195,0.396,773564.5281,172.1,0.759,24117.40343,306.3,0.548,79239.72646,206.2,0.733,18953.01893,306.3,1.136,20778.95023,455.3,1.288,27642.77412,526.3,1.32,220338.0336,198.1,1.43,57618.72996,439.4,0.44,21823.50562,195,0,0,0,0,0,0,1.318,5232.27087,198.1,0,0,0,1.279,999.95262,526.3,1.311,6470.30952,198.1,1.421,2271.5403,439.4,0.443,4549.89473,195,0.395,27614.56389,172.1,0.76,837.29164,306.3,0.548,1199.46512,206.2,0,0,0,1.289,631.40278,526.3,1.321,4090.5852,198.1,1.431,277.02734,439.4,0.442,778749.0203,195,0,0,0,0.733,487727.2866,306.3,1.287,622445.6555,526.3,1.321,453643.5569,198.1,0,0,0,1.339,45233.8842,198.1,1.644,21835.55104,316.2,0,0,0,1.127,557.71544,455.3,1.634,383.30666,316.2,0,0,0,0.4,3454838.341,172.1,0.548,1110757.257,206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130917659
F4,F4.raw,12/22/19 15:35,4:F,,,,YS01230,,,Yuning,Processed,Sample,F4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\F4-12-22-19-153536.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,64,,1/1/0001,,,,,,,,4,F,4,6,,,,,,44386.4984,,0.442,366231.7114,195,0.395,802224.2162,172.1,0.76,261303.0282,265.1,0.734,18529.29753,306.3,0.836,69360.37678,327.2,0.877,89512.78002,316.1,1.194,22927.34823,469.2,1.43,26387.09658,228.2,0,0,0,0.44,23098.24619,195,0.757,5533.30402,265.1,0,0,0,0,0,0,0,0,0,1.186,881.4273,469.2,1.422,1088.7456,228.2,0,0,0,0.443,4744.24672,195,0.394,28676.30743,172.1,0.76,8400.21603,265.1,0,0,0,0,0,0,1.196,550.21238,469.2,0,0,0,0,0,0,0.442,752197.0232,195,0,0,0,0.835,820571.4602,327.2,1.196,97939.45362,469.2,0,0,0,0,0,0,1.341,44386.49838,198.1,0,0,0,0,0,0,0,0,0,0,0,0,1.341,921.24096,198.1,0.396,3521392.775,172.1,0.733,541981.482,306.3,0.877,184466.7746,316.1,0,0,0,0.878,2032.18403,316.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,1337.87539,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121197856
G4,G4.raw,12/22/19 15:38,4:G,,,,YS01230,,,Yuning,Processed,Sample,G4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\G4-12-22-19-153822.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,76,,1/1/0001,,,,,,,,4,G,4,7,,,,,,137224.0037,,0.442,280225.5524,195,0.396,587233.9685,172.1,0.759,81324.93062,306.3,0.549,29544.23187,206.2,0.693,82349.73555,262.2,1,207681.4178,269.2,1.111,90250.67394,269.2,1.32,68982.1758,269.2,1.433,30522.32432,269.2,0.439,17583.49493,195,0,0,0,0,0,0,0,0,0,0,0,0,1.102,3057.22934,269.2,1.331,6099.77719,269.2,1.422,1168.45357,269.2,0.442,3543.79073,195,0.397,21024.88673,172.1,0.76,2618.86913,306.3,0.549,468.9947,206.2,0.693,1222.65607,262.2,1.112,2741.94592,269.2,0,0,0,0,0,0,0.442,620667.0946,195,0,0,0,0.69,361395.3927,262.2,0,0,0,0,0,0,0,0,0,1.339,137224.0037,269.2,1.482,27074.17662,269.2,0,0,0,0,0,0,1.472,72.31794,269.2,1.34,4140.32424,269.2,0.4,3117321.785,172.1,0.548,572123.5447,206.2,1,3400989.656,269.2,0,0,0,1.001,3020.22194,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997,6621.21029,269.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489691259
H4,H4.raw,12/22/19 15:41,4:H,,,,YS01230,,,Yuning,Processed,Sample,H4,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\H4-12-22-19-154108.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,88,,1/1/0001,,,,,,,,4,H,4,8,,,,,,87147.1701,,0.443,374573.0226,195,0.395,799257.7869,172.1,0.761,140090.2966,306.2,0.548,78636.8267,206.1,0.694,126255.9928,262.1,0.837,49992.88723,327.2,1.113,40991.6666,290.1,1.32,152541.5404,198.1,1.432,29380.19565,172.1,0.441,23608.98068,195,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1335.85795,290.1,1.312,6378.99456,198.1,1.422,1217.67478,172.1,0.443,4790.01154,195,0.396,28510.95372,172.1,0.761,4730.13494,306.2,0.549,1162.18862,206.1,0.694,1839.60578,262.1,1.113,1043.78522,290.1,1.322,3980.59268,198.1,0,0,0,0.442,745304.6151,195,0,0,0,0.694,334198.2911,262.1,0,0,0,0,0,0,0,0,0,1.341,87147.17014,172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,3468018.259,172.1,0.548,1116706.641,206.1,0.835,667797.5137,327.2,0,0,0,0.838,473.38764,327.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232657359
A5,A5.raw,12/22/19 15:43,5:A,,,,YS01230,,,Yuning,Processed,Sample,A5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\A5-12-22-19-154354.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,5,,1/1/0001,,,,,,,,5,A,5,1,,,,,,292579.186,,0.442,350034.1938,195,0.847,47528.49651,353.2,0.759,48517.72206,461.2,0.964,163776.8754,279,1.11,14885.29973,290.1,1.32,121598.721,198.1,1.429,37003.47464,228.2,1.482,17674.42649,211.1,1.518,15800.95889,288.2,0.44,21087.3585,195,0,0,0,0,0,0,0,0,0,0,0,0,1.421,1377.16449,228.2,0,0,0,1.509,471.93016,288.2,0.443,4193.15198,195,0.847,1212.2419,353.2,0.76,1345.36534,461.2,0.964,6483.57242,279,1.112,330.00667,290.1,0,0,0,0,0,0,1.519,229.6646,288.2,0.442,762035.1184,195,0,0,0,0,0,0,0,0,0,1.481,67281.6168,211.1,0,0,0,1.34,292579.186,198.1,0,0,0,0,0,0,1.331,11966.59651,198.1,0,0,0,1.34,8214.21715,198.1,0.848,790533.9045,353.2,0.965,1022515.245,279,0,0,0,0,0,0,0,0,0,1.102,484.95036,290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,4772.1703,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835858871
B5,B5.raw,12/22/19 15:46,5:B,,,,YS01230,,,Yuning,Processed,Sample,B5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\B5-12-22-19-154641.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,17,,1/1/0001,,,,,,,,5,B,5,2,,,,,,117249.0492,,0.442,362740.795,195.1,0.673,13189.43943,223.1,0.759,227353.1604,195.1,0.833,48570.89838,352.2,1.32,30239.12338,198.1,1.429,15285.54051,369.3,1.486,111999.8166,330.2,0,0,0,0,0,0,0.439,21973.05422,195.1,0.757,4924.78626,195.1,0,0,0,0,0,0,0,0,0,1.478,3075.89937,330.2,0,0,0,0,0,0,0.442,4282.22958,195.1,0.673,448.25517,223.1,0.759,6922.08074,195.1,0.833,1318.43566,352.2,0,0,0,1.488,1687.47553,330.2,0,0,0,0,0,0,0.442,749679.8452,195.1,0,0,0,1.321,1197603.104,198.1,1.485,1290991.428,330.2,0,0,0,0,0,0,1.34,117249.0492,198.1,0,0,0,0,0,0,1.421,615.3587,369.3,0,0,0,1.34,2943.86432,198.1,0.673,418974.6329,223.1,0.833,554969.1407,352.2,0,0,0,0,0,0,0,0,0,1.331,4040.48403,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323230943
C5,C5.raw,12/22/19 15:49,5:C,,,,YS01230,,,Yuning,Processed,Sample,C5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\C5-12-22-19-154927.asa,ACQ-QDA#KAD3699,12/22/19 19:06,3,29,,1/1/0001,,,,,,,,5,C,5,3,,,,,,163392.9485,,0.443,359286.0438,195,0.824,131775.8405,305.2,0.76,216432.0977,344.3,1.2,11535.42805,565.3,1.464,87449.87634,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0.441,21625.72868,195,0.758,4240.19497,344.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,4391.2426,195,0.825,3388.84491,305.2,0.761,6617.30589,344.3,1.201,498.0024,565.3,1.463,798.02214,226.1,0,0,0,0,0,0,0,0,0,0.444,822102.3278,195,0,0,0,1.462,2259373.012,226.1,0,0,0,0,0,0,0,0,0,1.341,163392.9485,198.1,0,0,0,0,0,0,0,0,0,0,0,0,1.342,3653.74455,198.1,0.827,2712386.818,305.2,0,0,0,0,0,0,0,0,0,0,0,0,1.454,2465.56947,226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.191,470.15528,565.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454771209
D5,D5.raw,12/22/19 15:52,5:D,,,,YS01230,,,Yuning,Processed,Sample,D5,,C:\Users\cernaklab-admin\Documents\AnalyticalStudio\Archives\Yuning\YS01230\D5-12-22-19-155213.asa,ACQ-QDA#KAD3699,12/22/19 19:07,3,41,,1/1/0001,,,,,,,,5,D,5,4,,,,,,56130.2535,,0.443,292274.8573,195,0.388,92659.53889,181,0.759,225487.916,271.1,0.743,46209.18644,271.1,0.837,33410.48651,327.2,1.046,11597.12783,417.3,1.112,26960.26038,268.1,1.432,38183.49679,361.2,1.482,15771.9232,211.1,0.44,17039.80069,195,0,0,0,0,0,0,0,0,0,0,0,0,1.102,1024.43007,268.1,1.422,1368.50688,361.2,1.472,54.79586,211.1,0.443,4638.79254,195,0.388,1994.78355,181,0.76,6910.57886,271.1,0,0,0,0.837,391.2535,327.2,1.113,739.09213,268.1,1.433,143.70357,361.2,0,0,0,0.442,546397.642,195,0,0,0,0.835,507899.7742,327.2,0,0,0,0,0,0,1.481,54762.11701,211.1,1.34,56130.25353,518.2,0,0,0,0.757,6009.44021,271.1,1.038,79.46727,417.3,0,0,0,1.341,1369.81186,518.2,0.387,656024.9984,181,0.744,701970.1087,271.1,1.042,103851.5594,417.3,0,0,0,1.049,206.60421,417.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,3783.71217,181,0,0,0,0,0,0,1.331,1805.84366,518.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192046124
